chr1	46719120	46719259	140	46719199	14.94	8.41215	5.31204	3.94462	ATF1_peak_33
chr1	47179153	47179337	185	47179236	52.28	39.4255	10.6553	33.9957	ATF1_peak_34
chr1	51878938	51879063	126	51879006	28.94	17.4984	7.06102	12.6268	ATF1_peak_35
chr1	53238441	53238639	199	53238527	67.21	46.0465	9.74464	40.5026	ATF1_peak_36
chr1	70205530	70205760	231	70205659	45.74	37.0673	11.6855	31.6816	ATF1_peak_37
chr1	84690315	84690443	129	84690344	19.6	16.5198	8.88088	11.6829	ATF1_peak_38
chr1	88684163	88684338	176	88684239	33.61	23.5121	8.65156	18.4637	ATF1_peak_39
chr1	108746534	108746653	120	108746606	26.14	16.4086	6.78455	11.5745	ATF1_peak_40
chr1	109984649	109984789	141	109984722	19.6	10.0802	5.15091	5.5245	ATF1_peak_41
chr1	110407697	110407875	179	110407792	45.74	31.7444	9.34837	26.4805	ATF1_peak_42
chr1	145607924	145608074	151	145608002	25.2	19.6141	8.73489	14.6819	ATF1_peak_43
chr1	148334955	148335074	120	148335009	22.4	16.6943	8.01512	11.8559	ATF1_peak_44
chr1	151909457	151909606	150	151909542	25.2	26.1879	12.5984	21.0686	ATF1_peak_45
chr1	154627916	154628078	163	154627995	33.61	23.5121	8.65156	18.4637	ATF1_peak_46
chr1	155208583	155208702	120	155208643	16.8	13.6963	8.09233	8.96318	ATF1_peak_47
chr1	155308634	155308760	127	155308708	18.67	12.1886	6.55671	7.52244	ATF1_peak_48
chr1	156728771	156728983	213	156728886	42.94	24.8447	7.32355	19.7606	ATF1_peak_49
chr1	186375698	186375866	169	186375775	37.34	23.5306	7.66806	18.4801	ATF1_peak_50
chr1	202927176	202927319	144	202927259	26.14	20.7457	9.04606	15.7791	ATF1_peak_51
chr1	203007203	203007418	216	203007310	56.94	50.6917	14.486	45.0542	ATF1_peak_52
chr1	220046469	220046632	164	220046527	26.14	16.4086	6.78455	11.5745	ATF1_peak_53
chr1	222644198	222644388	191	222644289	40.14	32.6163	10.9417	27.3369	ATF1_peak_54
chr1	223992524	223992752	229	223992639	75.61	92.6462	27.3622	86.3562	ATF1_peak_55
chr1	225999315	225999434	120	225999373	20.54	15.0924	7.69184	10.3129	ATF1_peak_56
chr1	228103249	228103449	201	228103352	56.01	60.3024	19.0035	54.4862	ATF1_peak_57
chr1	228109203	228109425	223	228109308	116.69	112.972	19.6147	106.324	ATF1_peak_58
chr1	228140079	228140323	245	228140221	40.14	39.821	14.6931	34.3847	ATF1_peak_59
chr1	228166083	228166210	128	228166152	17.74	15.9841	9.22078	11.173	ATF1_peak_60
chr1	229508265	229508447	183	229508347	44.81	35.881	11.4521	30.5205	ATF1_peak_61
chr1	235867003	235867173	171	235867101	31.74	30.9586	13.4177	25.7187	ATF1_peak_62
chr1	243101652	243101968	317	243101804	85.88	105.354	28.9609	98.8437	ATF1_peak_63
chr1	244970980	244971100	121	244971041	27.07	14.2995	5.61434	9.54392	ATF1_peak_64
chr1	247406054	247406190	137	247406136	17.74	16.2172	9.36831	11.3959	ATF1_peak_65
chr10	1159653	1159885	233	1159767	38.27	18.4972	5.61054	13.5992	ATF1_peak_66
chr10	17386819	17386994	176	17386901	25.2	33.3081	16.7549	28.0152	ATF1_peak_67
chr10	38402865	38403017	153	38402939	15.87	18.6168	11.3984	13.7128	ATF1_peak_68
chr10	38403131	38403270	140	38403181	15.87	15.8972	9.80792	11.087	ATF1_peak_69
chr10	47553218	47553337	120	47553243	16.8	11.4081	6.64296	6.77789	ATF1_peak_70
chr10	68527415	68527594	180	68527510	29.87	23.9912	10.1553	18.9346	ATF1_peak_71
chr10	69180145	69180336	192	69180227	39.21	30.0967	10.0518	24.8762	ATF1_peak_72
chr10	70404044	70404163	120	70404096	17.74	15.2504	8.75543	10.4633	ATF1_peak_73
chr10	72354890	72355061	172	72354993	25.2	22.2361	10.2362	17.2319	ATF1_peak_74
chr10	73168009	73168173	165	73168071	47.61	23.5026	6.07611	18.4585	ATF1_peak_75
chr10	84139430	84139613	184	84139506	57.88	51.9784	14.7194	46.3161	ATF1_peak_76
chr10	102152246	102152424	179	102152326	35.47	31.5779	12.1578	26.3178	ATF1_peak_77
chr10	112183671	112183847	177	112183770	63.48	90.6485	32.8972	84.3964	ATF1_peak_78
chr10	114938115	114938275	161	114938203	22.4	16.3197	7.80139	11.4899	ATF1_peak_79
chr10	122980557	122980720	164	122980650	28.94	42.7197	21.4167	37.23	ATF1_peak_80
chr10	133689555	133689683	129	133689606	40.14	11.4739	3.4284	6.8399	ATF1_peak_81
chr11	506825	506944	120	506902	14	12.5229	7.5013	7.83588	ATF1_peak_82
chr11	809786	809974	189	809875	47.61	52.4874	18.9878	46.8159	ATF1_peak_83
chr11	4094694	4094874	181	4094790	64.41	42.9009	9.34457	37.4081	ATF1_peak_84
chr11	9364458	9364651	194	9364541	23.34	19.8073	9.5069	14.8699	ATF1_peak_85
chr11	9460692	9460880	189	9460758	15.87	9.31879	5.62321	4.78968	ATF1_peak_86
chr11	10541167	10541305	139	10541255	18.67	12.1886	6.55671	7.52244	ATF1_peak_87
chr11	18634330	18634517	188	18634439	21.47	18.1642	9.20929	13.2802	ATF1_peak_88
chr11	34105458	34105639	182	34105542	38.27	24.5208	7.85476	19.4472	ATF1_peak_89
chr11	60841947	60842154	208	60842050	118.56	161.785	39.8518	154.118	ATF1_peak_90
chr11	61567317	61567441	125	61567382	26.14	16.4086	6.78455	11.5745	ATF1_peak_91
chr11	62805425	62805562	138	62805488	28.94	23.0554	9.97957	18.0209	ATF1_peak_92
chr11	62839533	62839712	180	62839615	46.68	28.6849	7.94589	23.5001	ATF1_peak_93
chr11	63938748	63938899	152	63938843	33.61	36.284	15.7301	30.9182	ATF1_peak_94
chr11	65084070	65084309	240	65084184	39.21	36.7173	13.4024	31.3405	ATF1_peak_95
chr11	65122096	65122272	177	65122185	43.87	34.7042	11.2187	29.3735	ATF1_peak_96
chr11	65570358	65570523	166	65570434	28.01	28.0037	12.5022	22.8341	ATF1_peak_97
chr11	66345059	66345219	161	66345129	33.61	29.0782	11.5354	23.881	ATF1_peak_98
chr11	66421667	66421891	225	66421775	42.94	53.2055	21.9707	47.5136	ATF1_peak_99
chr11	66843355	66843499	145	66843412	25.2	27.0236	13.1023	21.8783	ATF1_peak_100
chr11	67428346	67428559	214	67428442	61.61	57.1981	15.6529	51.4401	ATF1_peak_101
chr11	67508591	67508773	183	67508691	29.87	16.0393	6.17444	11.2271	ATF1_peak_102
chr11	67606811	67606990	180	67606907	42.01	40.6853	14.3359	35.2284	ATF1_peak_103
chr11	68903779	68903951	173	68903863	38.27	24.5208	7.85476	19.4472	ATF1_peak_104
chr11	69444458	69444619	162	69444526	25.2	19.6141	8.73489	14.6819	ATF1_peak_105
chr11	77474282	77474510	229	77474401	29.87	39.3312	19.2951	33.9086	ATF1_peak_106
chr11	111879109	111879250	142	111879208	22.4	10.2238	4.68083	5.65616	ATF1_peak_107
chr11	118359508	118359627	120	118359587	27.07	12.0029	4.67862	7.35247	ATF1_peak_108
chr11	125592520	125592639	120	125592590	15.87	11.9298	7.27139	7.28208	ATF1_peak_109
chr11	126268854	126269202	349	126268957	32.67	36.2907	16.1888	30.9229	ATF1_peak_110
chr11_KI270832v1_alt	36464	36599	136	36527	21.47	21.4658	11.2353	16.4818	ATF1_peak_111
chr12	389535	389691	157	389598	23.34	27.5167	14.1498	22.3665	ATF1_peak_112
chr12	6663329	6663462	134	6663387	31.74	21.4139	8.18481	16.4379	ATF1_peak_113
chr12	6938010	6938156	147	6938073	16.8	14.9606	8.90156	10.1824	ATF1_peak_114
chr12	10613506	10613690	185	10613606	47.61	61.5192	24.3044	55.6899	ATF1_peak_115
chr12	15348641	15348760	120	15348702	14.94	13.5938	8.66093	8.86547	ATF1_peak_116
chr12	31729054	31729192	139	31729108	19.6	16.5198	8.88088	11.6829	ATF1_peak_117
chr12	39538695	39538814	120	39538735	22.4	16.3197	7.80139	11.4899	ATF1_peak_118
chr12	48716672	48716823	152	48716721	28.01	12.7692	4.8342	8.07173	ATF1_peak_119
chr12	49060793	49060920	128	49060838	24.27	21.0132	9.87155	16.0437	ATF1_peak_120
chr12	56468406	56468582	177	56468498	34.54	20.6283	7.10795	15.6689	ATF1_peak_121
chr12	57431001	57431139	139	57431071	14.94	13.5938	8.66093	8.86547	ATF1_peak_122
chr12	57744547	57744676	130	57744603	22.4	20.188	10.088	15.2395	ATF1_peak_123
chr12	76559677	76559813	137	76559741	28.01	26.9581	11.8874	21.8169	ATF1_peak_124
chr12	82358315	82358534	220	82358419	51.34	33.6887	8.72381	28.379	ATF1_peak_125
chr12	89709656	89709775	120	89709711	16.8	13.0416	7.67376	8.33657	ATF1_peak_126
chr12	94459912	94460043	132	94459994	15.87	15.6792	9.67295	10.8739	ATF1_peak_127
chr12	98593543	98593703	161	98593615	35.47	25.6604	9.11831	20.5503	ATF1_peak_128
chr12	107685662	107685825	164	107685750	36.41	26.7525	9.35169	21.6144	ATF1_peak_129
chr12	108562470	108562612	143	108562548	19.6	18.6355	10.1998	13.7303	ATF1_peak_130
chr12	109573154	109573321	168	109573218	34.54	30.322	11.8466	25.0955	ATF1_peak_131
chr12	111841901	111842083	183	111841968	41.07	39.3523	14.0248	33.924	ATF1_peak_132
chr12	112418792	112418961	170	112418872	57.88	39.964	9.8129	34.527	ATF1_peak_133
chr12	116819390	116819524	135	116819430	17.74	15.6484	9.008	10.8436	ATF1_peak_134
chr12	120446292	120446513	222	120446424	105.49	120.775	26.6216	113.996	ATF1_peak_135
chr12	122896119	122896401	283	122896215	38.27	48.6974	20.8018	43.1034	ATF1_peak_136
chr12	123633653	123633868	216	123633778	56.94	43.9965	11.5888	38.4828	ATF1_peak_137
chr12	124914059	124914212	154	124914134	22.4	12.6839	5.85104	7.98962	ATF1_peak_138
chr12	132144250	132144515	266	132144382	90.55	140.561	45.7751	133.324	ATF1_peak_139
chr12	132446012	132446341	330	132446144	48.54	30.6604	8.25706	25.4259	ATF1_peak_140
chr12	132986250	132986433	184	132986340	42.94	40.6853	14.6471	35.2284	ATF1_peak_141
chr12	133181393	133181594	202	133181498	55.08	42.8421	11.2154	37.3502	ATF1_peak_142
chr13	32315408	32315527	120	32315417	12.14	15.1574	9.39658	10.3747	ATF1_peak_143
chr13	44918317	44918447	131	44918402	14.94	12.5229	7.96805	7.83588	ATF1_peak_144
chr13	45341157	45341345	189	45341248	46.68	59.8378	23.8377	54.0417	ATF1_peak_145
chr13	49247812	49247939	128	49247889	24.27	18.4988	8.42373	13.5992	ATF1_peak_146
chr13	102596808	102596940	133	102596863	13.07	11.3449	7.03455	6.71704	ATF1_peak_147
chr14	22918860	22919017	158	22918932	31.74	33.3915	14.8815	28.0941	ATF1_peak_148
chr14	23306664	23306851	188	23306767	46.68	32.8153	9.53507	27.5325	ATF1_peak_149
chr14	24299752	24299940	189	24299838	39.21	49.0274	20.5139	43.4269	ATF1_peak_150
chr14	31561310	31561488	179	31561370	28.94	31.3661	14.9694	26.1132	ATF1_peak_151
chr14	35535305	35535451	147	35535360	18.67	9.25272	4.91753	4.73878	ATF1_peak_152
chr14	50116527	50116674	148	50116612	16.8	14.9606	8.90156	10.1824	ATF1_peak_153
chr14	55027095	55027229	135	55027144	19.6	17.2982	9.36529	12.4437	ATF1_peak_154
chr14	70600618	70600759	142	70600673	18.67	17.4972	9.83507	12.6256	ATF1_peak_155
chr14	90383407	90383526	120	90383449	18.67	17.4972	9.83507	12.6256	ATF1_peak_156
chr14	91510483	91510652	170	91510558	29.87	42.1881	20.8596	36.7036	ATF1_peak_157
chr14	99481309	99481451	143	99481364	26.14	20.7457	9.04606	15.7791	ATF1_peak_158
chr14	99683912	99684031	120	99683931	13.07	11.3449	7.03455	6.71704	ATF1_peak_159
chr14	101948006	101948177	172	101948074	22.4	20.188	10.088	15.2395	ATF1_peak_160
chr14	103629066	103629189	124	103629126	18.67	17.4972	9.83507	12.6256	ATF1_peak_161
chr14	104753038	104753221	184	104753113	28.01	23.0554	9.6684	18.0209	ATF1_peak_162
chr14	105801279	105801401	123	105801331	15.87	9.31879	5.62321	4.78968	ATF1_peak_163
chr14_GL000225v1_random	117689	117866	178	117774	43.87	12.0187	3.45191	7.36801	ATF1_peak_164
chr14_GL000225v1_random	133670	133795	126	133750	47.61	13.1377	3.47206	8.43213	ATF1_peak_165
chr14_KI270846v1_alt	269063	269193	131	269128	16.8	18.5684	11.127	13.6652	ATF1_peak_166
chr15	34101884	34102032	149	34101953	30.81	25.4237	10.6019	20.3262	ATF1_peak_167
chr15	40569256	40569399	144	40569301	36.41	22.5515	7.48135	17.5386	ATF1_peak_168
chr15	40755176	40755366	191	40755259	46.68	45.7272	15.6827	40.1861	ATF1_peak_169
chr15	42548759	42548896	138	42548794	24.27	22.727	10.8927	17.7108	ATF1_peak_170
chr15	50424256	50424449	194	50424361	44.81	21.0171	5.72604	16.0474	ATF1_peak_171
chr15	51681393	51681580	188	51681484	32.67	27.847	11.2242	22.6843	ATF1_peak_172
chr15	60479049	60479171	123	60479113	25.2	19.4072	8.61996	14.4825	ATF1_peak_173
chr15	66386674	66386849	176	66386744	35.47	35.2769	14.2474	29.9338	ATF1_peak_174
chr15	72474220	72474344	125	72474275	22.4	16.3197	7.80139	11.4899	ATF1_peak_175
chr15	72783690	72783893	204	72783783	68.15	98.6613	34.573	92.2784	ATF1_peak_176
chr15	74937953	74938073	121	74938009	22.4	18.619	9.14225	13.7139	ATF1_peak_177
chr15	78872779	78872898	120	78872862	15.87	13.2265	8.11039	8.51264	ATF1_peak_178
chr15	90994590	90994777	188	90994690	18.67	9.25272	4.91753	4.73878	ATF1_peak_179
chr16	740933	741130	198	740965	15.87	9.31879	5.62321	4.78968	ATF1_peak_180
chr16	1309023	1309267	245	1309172	22.4	22.8283	11.7021	17.8062	ATF1_peak_181
chr16	1420668	1420912	245	1420769	40.14	38.0296	13.7136	32.6263	ATF1_peak_182
chr16	1964931	1965083	153	1965018	26.14	20.7457	9.04606	15.7791	ATF1_peak_183
chr16	1971910	1972163	254	1972024	125.09	137.239	25.218	130.077	ATF1_peak_184
chr16	2268043	2268242	200	2268142	57.88	61.765	19.6258	55.9288	ATF1_peak_185
chr16	3283365	3283571	207	3283463	38.27	24.5208	7.85476	19.4472	ATF1_peak_186
chr16	4847364	4847488	125	4847462	13.07	12.259	7.5967	7.5922	ATF1_peak_187
chr16	19067764	19067943	180	19067876	32.67	27.847	11.2242	22.6843	ATF1_peak_188
chr16	20741724	20741933	210	20741822	56.94	60.3024	19.3146	54.4862	ATF1_peak_189
chr16	28822614	28822781	168	28822677	23.34	17.4005	8.11256	12.5346	ATF1_peak_190
chr16	28846344	28846531	188	28846436	31.74	26.6287	10.9131	21.4973	ATF1_peak_191
chr16	48610234	48610364	131	48610297	31.74	26.6287	10.9131	21.4973	ATF1_peak_192
chr16	57447391	57447546	156	57447479	23.34	17.4005	8.11256	12.5346	ATF1_peak_193
chr16	58249883	58250005	123	58249944	17.74	14.1781	8.07613	9.43124	ATF1_peak_194
chr16	67227021	67227207	187	67227109	77.48	79.1246	19.6203	73.0612	ATF1_peak_195
chr16	67562282	67562434	153	67562366	28.94	29.1537	13.6085	23.9524	ATF1_peak_196
chr16	67660752	67660975	224	67660867	39.21	52.042	22.2879	46.3791	ATF1_peak_197
chr16	67893171	67893325	155	67893254	27.07	29.9032	14.0358	24.6886	ATF1_peak_198
chr16	68023151	68023332	182	68023233	49.48	52.4856	18.0271	46.8154	ATF1_peak_199
chr16	71462182	71462332	151	71462253	21.47	20.7636	10.8032	15.7955	ATF1_peak_200
chr16	71809020	71809163	144	71809087	37.34	27.8561	9.58507	22.6894	ATF1_peak_201
chr16	71845846	71846049	204	71845954	70.95	102.358	35.9733	95.9036	ATF1_peak_202
chr16	75555326	75555478	153	75555404	19.6	10.0802	5.15091	5.5245	ATF1_peak_203
chr16	81314814	81315003	190	81314893	43.87	42.0281	14.9583	36.5468	ATF1_peak_204
chr16	85011489	85011608	120	85011566	23.34	17.4005	8.11256	12.5346	ATF1_peak_205
chr16	86555134	86555319	186	86555227	64.41	72.2046	21.804	66.2426	ATF1_peak_206
chr16	88560839	88560989	151	88560908	28.94	23.0554	9.97957	18.0209	ATF1_peak_207
chr16	88570310	88570480	171	88570397	39.21	48.3352	20.1036	42.7458	ATF1_peak_208
chr16	88706350	88706579	230	88706467	72.81	63.413	14.7627	57.555	ATF1_peak_209
chr16	89972738	89972928	191	89972819	24.27	25.6079	12.6356	20.5036	ATF1_peak_210
chr17	782228	782421	194	782326	61.61	74.1908	24.4576	68.2061	ATF1_peak_211
chr17	4143599	4143766	168	4143673	24.27	18.4988	8.42373	13.5992	ATF1_peak_212
chr17	4704074	4704243	170	4704161	31.74	38.1968	17.7931	32.7926	ATF1_peak_213
chr17	7014831	7014950	120	7014882	13.07	13.8407	8.53707	9.1012	ATF1_peak_214
chr17	7252469	7252590	122	7252528	24.27	18.3005	8.31289	13.4128	ATF1_peak_215
chr17	8249198	8249377	180	8249286	42.01	49.8855	19.549	44.2705	ATF1_peak_216
chr17	15999659	15999785	127	15999702	13.07	16.7045	10.0644	11.8638	ATF1_peak_217
chr17	17476886	17477091	206	17476980	68.15	108.386	40.2012	101.821	ATF1_peak_218
chr17	28335418	28335540	123	28335466	14.94	13.5938	8.66093	8.86547	ATF1_peak_219
chr17	28744327	28744478	152	28744409	23.34	17.4005	8.11256	12.5346	ATF1_peak_220
chr17	35587147	35587343	197	35587245	90.55	117.674	32.6965	110.963	ATF1_peak_221
chr17	38825256	38825469	214	38825371	67.21	106.404	39.6584	99.8737	ATF1_peak_222
chr17	39927542	39927739	198	39927642	44.81	56.5026	22.9042	50.7549	ATF1_peak_223
chr17	42833052	42833192	141	42833120	39.21	35.4481	12.7238	30.0978	ATF1_peak_224
chr17	48944761	48944921	161	48944841	29.87	29.3608	13.307	24.1579	ATF1_peak_225
chr17	59565488	59565675	188	59565584	42.01	40.6853	14.3359	35.2284	ATF1_peak_226
chr17	64506677	64506796	120	64506731	16.8	10.2513	5.93437	5.67735	ATF1_peak_227
chr17	70128928	70129050	123	70129012	10.27	11.2983	7.6139	6.679	ATF1_peak_228
chr17	78558469	78558589	121	78558544	18.67	12.1886	6.55671	7.52244	ATF1_peak_229
chr17	80415102	80415221	120	80415156	15.87	17.1152	10.5435	12.2649	ATF1_peak_230
chr17	81119669	81119943	275	81119853	27.07	27.7699	12.7599	22.6111	ATF1_peak_231
chr17_KI270857v1_alt	2860576	2860796	221	2860691	84.95	103.721	28.6497	97.2402	ATF1_peak_232
chr18	97001	97171	171	97072	12.14	10.1966	6.56779	5.63086	ATF1_peak_233
chr18	158447	158642	196	158545	45.74	37.0673	11.6855	31.6816	ATF1_peak_234
chr18	268000	268154	155	268062	38.27	36.0733	13.4499	30.7115	ATF1_peak_235
chr18	1407143	1407316	174	1407226	22.4	24.5034	12.7197	19.4318	ATF1_peak_236
chr18	2571383	2571584	202	2571480	64.41	47.6206	10.902	42.0468	ATF1_peak_237
chr18	2655103	2655227	125	2655126	15.87	9.96971	6.02486	5.41937	ATF1_peak_238
chr18	5238029	5238158	130	5238104	17.74	13.5471	7.67895	8.82657	ATF1_peak_239
chr18	5296871	5296999	129	5296933	24.27	22.727	10.8927	17.7108	ATF1_peak_240
chr18	11851286	11851458	173	11851380	42.94	40.6853	14.6471	35.2284	ATF1_peak_241
chr18	32091770	32091949	180	32091859	21.47	15.2573	7.49022	10.4634	ATF1_peak_242
chr18	57621689	57621879	191	57621867	11.2	9.08008	6.10104	4.57593	ATF1_peak_243
chr18	79069108	79069329	222	79069243	14.94	18.2816	11.3999	13.3945	ATF1_peak_244
chr18	79679688	79679844	157	79679762	23.34	31.643	16.4444	26.3823	ATF1_peak_245
chr18_GL383572v1_alt	139717	139876	160	139809	19.6	26.5549	14.7389	21.4293	ATF1_peak_246
chr18_KI270863v1_alt	122306	122504	199	122411	35.47	56.1463	26.0912	50.4049	ATF1_peak_247
chr18_KI270911v1_alt	137847	138051	205	137944	14	12.5229	7.5013	7.83588	ATF1_peak_248
chr19	984268	984399	132	984333	18.67	18.6474	10.5526	13.742	ATF1_peak_249
chr19	1021626	1021755	130	1021689	38.27	18.4972	5.61054	13.5992	ATF1_peak_250
chr19	1042292	1042450	159	1042381	47.61	50.9935	18.1376	45.3547	ATF1_peak_251
chr19	1275701	1275869	169	1275793	15.87	9.31879	5.62321	4.78968	ATF1_peak_252
chr19	2427512	2427655	144	2427584	25.2	20.0417	8.97421	15.1015	ATF1_peak_253
chr19	2427843	2427965	123	2427917	27.07	12.0029	4.67862	7.35247	ATF1_peak_254
chr19	4791376	4791522	147	4791488	12.14	10.411	6.70183	5.82703	ATF1_peak_255
chr19	5720122	5720241	120	5720179	16.8	10.2513	5.93437	5.67735	ATF1_peak_256
chr19	7488941	7489066	126	7489006	20.54	19.4537	10.3544	14.5274	ATF1_peak_257
chr19	7562910	7563110	201	7563016	32.67	37.36	16.8364	31.9677	ATF1_peak_258
chr19	7629495	7629666	172	7629578	22.4	19.3687	9.59187	14.4459	ATF1_peak_259
chr19	8389899	8390024	126	8389958	25.2	17.2212	7.44451	12.3694	ATF1_peak_260
chr19	9435505	9435662	158	9435581	14	16.6366	9.89618	11.7993	ATF1_peak_261
chr19	9538557	9538744	188	9538651	58.81	63.2351	19.937	57.3813	ATF1_peak_262
chr19	10252079	10252271	193	10252184	64.41	53.4925	13.0824	47.7931	ATF1_peak_263
chr19	10416666	10416854	189	10416763	46.68	38.2629	11.9188	32.8543	ATF1_peak_264
chr19	12696596	12696735	140	12696630	21.47	21.4658	11.2353	16.4818	ATF1_peak_265
chr19	12832507	12832626	120	12832575	24.27	11.8043	5.05424	7.16013	ATF1_peak_266
chr19	13747696	13747960	265	13747795	24.27	11.8043	5.05424	7.16013	ATF1_peak_267
chr19	14006815	14006976	162	14006898	26.14	24.3637	11.1222	19.2945	ATF1_peak_268
chr19	15449913	15450095	183	15449999	30.81	39.7868	19.1601	34.3515	ATF1_peak_269
chr19	16572407	16572670	264	16572499	67.21	76.7802	22.7375	70.7536	ATF1_peak_270
chr19	17351820	17352160	341	17352068	21.47	21.4658	11.2353	16.4818	ATF1_peak_271
chr19	17617480	17617702	223	17617596	21.47	26.5606	14.258	21.4344	ATF1_peak_272
chr19	17932910	17933107	198	17933002	57.88	61.765	19.6258	55.9288	ATF1_peak_273
chr19	18636959	18637124	166	18637032	23.34	29.3671	15.211	24.1637	ATF1_peak_274
chr19	29606155	29606385	231	29606273	53.21	70.0189	26.0624	64.0879	ATF1_peak_275
chr19	34734457	34734648	192	34734565	29.87	19.3689	7.71805	14.4459	ATF1_peak_276
chr19	35612607	35612848	242	35612736	69.08	95.0495	31.8543	88.7237	ATF1_peak_277
chr19	35628926	35629158	233	35629043	116.69	123.88	23.5377	117.05	ATF1_peak_278
chr19	43596297	43596434	138	43596351	24.27	14.5125	6.31779	9.74927	ATF1_peak_279
chr19	44500693	44500858	166	44500786	30.81	34.3355	15.9029	29.0104	ATF1_peak_280
chr19	46428886	46429006	121	46428933	13.07	14.6508	8.99559	9.8828	ATF1_peak_281
chr19	46600922	46601110	189	46600999	23.34	17.4005	8.11256	12.5346	ATF1_peak_282
chr19	47484165	47484359	195	47484266	56.94	60.3024	19.3146	54.4862	ATF1_peak_283
chr19	48619139	48619329	191	48619228	47.61	44.8826	14.8198	39.3561	ATF1_peak_284
chr19	49851049	49851220	172	49851127	20.54	19.5506	10.4145	14.6242	ATF1_peak_285
chr19	50358922	50359088	167	50359002	35.47	31.5779	12.1578	26.3178	ATF1_peak_286
chr19	50476168	50476359	192	50476271	33.61	19.6848	6.92125	14.7507	ATF1_peak_287
chr19	50511478	50511632	155	50511542	33.61	19.6848	6.92125	14.7507	ATF1_peak_288
chr19	50870511	50870684	174	50870595	48.54	45.1747	14.5713	39.6415	ATF1_peak_289
chr19	52028332	52028539	208	52028420	42.01	51.8022	20.6768	46.1434	ATF1_peak_290
chr19	54115664	54115783	120	54115743	11.2	13.6422	8.72879	8.91107	ATF1_peak_291
chr19	55476448	55476670	223	55476524	30.81	25.4237	10.6019	20.3262	ATF1_peak_292
chr19	57240549	57240747	199	57240630	23.34	29.3671	15.211	24.1637	ATF1_peak_293
chr19	57320427	57320548	122	57320500	17.74	15.6484	9.008	10.8436	ATF1_peak_294
chr19	58401336	58401494	159	58401425	17.74	12.9706	7.319	8.26838	ATF1_peak_295
chr1_KI270763v1_alt	113767	114052	286	113902	76.55	61.484	12.9246	55.6573	ATF1_peak_296
chr2	3558288	3558442	155	3558364	29.87	30.5522	14.0328	25.3193	ATF1_peak_297
chr2	10689886	10690072	187	10689986	30.81	34.3355	15.9029	29.0104	ATF1_peak_298
chr2	19348352	19348545	194	19348427	25.2	25.0483	11.9112	19.9603	ATF1_peak_299
